0,1,9.590726420577456e-05
0,2,0.00019260618696306797
0,3,2.3903306581030126e-05
0,4,0.00019260618696320675
0,5,0.00021690615142552772
0,6,0.00019260618696320675
0,7,0.00019260618696320675
0,8,4.785548576295706e-05
0,9,0.00019260618696306797
0,10,6.225033537819724e-05
0,11,6.225033537819724e-05
0,12,0.04568580565449337
0,13,0.00038843205311328566
0,14,0.00038843205311328566
0,15,0.0005875870745299383
0,16,0.00038843205311328566
0,17,0.00038843205311328566
0,18,6.225033537819724e-05
0,19,0.0003884320531131191
0,20,9.590726420594109e-05
0,21,0.00019260618696320675
0,22,0.0005875870745300493
0,23,4.785548576295706e-05
0,24,0.0018593293965769586
0,25,0.0005875870745299383
0,26,4.785548576295706e-05
0,27,0.00019260618696320675
0,28,0.00019260618696320675
0,29,0.0009963512893076953
0,30,0.00021690615142552772
0,31,6.225033537819724e-05
0,32,0.00019260618696320675
0,33,9.590726420594109e-05
0,34,4.785548576295706e-05
0,35,6.225033537819724e-05
0,36,0.00019260618696320675
0,37,0.00038843205311328566
0,38,9.590726420577456e-05
0,39,0.0006379093749109832
0,40,0.0007901864076751974
0,41,4.785548576295706e-05
0,42,0.00019260618696320675
0,43,9.590726420594109e-05
0,44,4.785548576295706e-05
0,45,4.785548576295706e-05
0,46,0.00019260618696320675
0,47,0.00019260618696320675
0,48,0.000290109946561673
0,49,0.00019260618696320675
1,2,0.00019260618696306797
1,3,2.3903306581030126e-05
1,4,0.00019260618696320675
1,5,0.00021690615142552772
1,6,0.00019260618696320675
1,7,0.00019260618696320675
1,8,4.785548576295706e-05
1,9,0.00019260618696306797
1,10,6.225033537819724e-05
1,11,6.225033537819724e-05
1,12,0.0002901099465613399
1,13,0.00038843205311328566
1,14,0.00038843205311328566
1,15,0.0005875870745299383
1,16,0.00038843205311328566
1,17,0.00038843205311328566
1,18,6.225033537819724e-05
1,19,0.0003884320531131191
1,20,9.590726420594109e-05
1,21,0.00019260618696320675
1,22,0.0005875870745300493
1,23,4.785548576295706e-05
1,24,0.0018593293965769586
1,25,0.0005875870745299383
1,26,4.785548576295706e-05
1,27,0.00019260618696320675
1,28,0.00019260618696320675
1,29,0.0009963512893076953
1,30,0.00021690615142552772
1,31,6.225033537819724e-05
1,32,0.00019260618696320675
1,33,9.590726420594109e-05
1,34,4.785548576295706e-05
1,35,6.225033537819724e-05
1,36,0.00019260618696320675
1,37,0.00038843205311328566
1,38,0.06805598431599132
1,39,0.0006379093749109832
1,40,0.0007901864076751974
1,41,4.785548576295706e-05
1,42,0.00019260618696320675
1,43,9.590726420594109e-05
1,44,4.785548576295706e-05
1,45,4.785548576295706e-05
1,46,0.00019260618696320675
1,47,0.00019260618696320675
1,48,0.000290109946561673
1,49,0.00019260618696320675
2,3,4.8003310072153305e-05
2,4,0.0003868088693187999
2,5,0.0004356121052039308
2,6,0.0003868088693187999
2,7,0.0003868088693187999
2,8,9.610517382818706e-05
2,9,0.0003868088693187999
2,10,0.00012501376644091788
2,11,0.00012501376644091788
2,12,0.0005826347354690453
2,13,0.0007801111486963608
2,14,0.0007801111486963608
2,15,0.0011801285825927543
2,16,0.0007801111486963608
2,17,0.0007801111486963608
2,18,0.00012501376644091788
2,19,0.0007801111486963608
2,20,0.00019260618696320675
2,21,0.0003868088693187999
2,22,0.0011801285825927543
2,23,9.610517382818706e-05
2,24,0.003735234692332501
2,25,0.0011801285825927543
2,26,9.610517382818706e-05
2,27,0.0003868088693187999
2,28,0.0003868088693187999
2,29,0.0020012544914129737
2,30,0.0004356121052039308
2,31,0.00012501376644091788
2,32,0.0003868088693189664
2,33,0.00019260618696320675
2,34,9.610517382818706e-05
2,35,0.00012501376644091788
2,36,0.0003868088693187999
2,37,0.0007801111486963608
2,38,0.00019260618696306797
2,39,0.0012812092586080293
2,40,0.0015870944719378888
2,41,9.610517382818706e-05
2,42,0.0003868088693187999
2,43,0.00019260618696320675
2,44,9.610517382818706e-05
2,45,9.610517382818706e-05
2,46,0.0003868088693187999
2,47,0.0003868088693187999
2,48,0.0005826347354691563
